Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|28/03/2025|Vente|160000,00|1437||RTE|0095|DE ST TRIVIER|1990|CHANEINS|01|83||ZE|36||||||||||||0|1|Maison||165|7|S||600
|||||||000001|31/03/2025|Vente|233675,00|94||RUE|0278|JEAN CLAUDE RACCURT|1120|DAGNEUX|01|142||AC|657||50|90,22|||||||||1|2|Appartement||91|4|||
|||||||000001|31/03/2025|Vente|233675,00|94||RUE|0278|JEAN CLAUDE RACCURT|1120|DAGNEUX|01|142||AC|657||22||||||||||1|3|Dépendance||0|0|||
|||||||000001|31/03/2025|Vente|233675,00|94||RUE|0278|JEAN CLAUDE RACCURT|1120|DAGNEUX|01|142||AC|657||9||||||||||1|3|Dépendance||0|0|||
|||||||000001|24/03/2025|Vente|255000,00|139||AV|0370|DU DOCTEUR CLAVEZ|1600|TREVOUX|01|427||AK|752||37||||||||||1|3|Dépendance||0|0|||
|||||||000001|24/03/2025|Vente|255000,00|139||AV|0370|DU DOCTEUR CLAVEZ|1600|TREVOUX|01|427||AK|752||8|62,80|||||||||1|2|Appartement||63|3|||
|||||||000001|31/03/2025|Vente|280000,00|527||IMP|0015|D'ASNIERE|1270|DOMSURE|01|147||ZE|167||||||||||||0|1|Maison||132|5|S||3057
|||||||000001|31/03/2025|Vente|280000,00|527||IMP|0015|D'ASNIERE|1270|DOMSURE|01|147||ZE|167||||||||||||0|3|Dépendance||0|0|S||3057
|||||||000001|31/03/2025|Vente|280000,00|527||IMP|0015|D'ASNIERE|1270|DOMSURE|01|147||ZE|167||||||||||||0|1|Maison||132|5|P||1546
|||||||000001|31/03/2025|Vente|280000,00|527||IMP|0015|D'ASNIERE|1270|DOMSURE|01|147||ZE|167||||||||||||0|1|Maison||86|3|P||1546
|||||||000001|31/03/2025|Vente|280000,00|527||IMP|0015|D'ASNIERE|1270|DOMSURE|01|147||ZE|167||||||||||||0|1|Maison||86|3|S||3057
|||||||000001|31/03/2025|Vente|280000,00|527||IMP|0015|D'ASNIERE|1270|DOMSURE|01|147||ZE|167||||||||||||0|3|Dépendance||0|0|P||1546
|||||||000001|31/03/2025|Vente|280000,00||||B003|ASNIERE|1270|DOMSURE|01|147||ZE|169||||||||||||0||||||T||1693
|||||||000001|25/03/2025|Vente|390000,00|1||AV|0015|DES SPORTS|1210|FERNEY-VOLTAIRE|01|160||AK|16||41||||||||||1|3|Dépendance||0|0|||
|||||||000001|25/03/2025|Vente|390000,00|1||AV|0015|DES SPORTS|1210|FERNEY-VOLTAIRE|01|160||AK|16||62||85|72,11|||||||2|3|Dépendance||0|0|||
|||||||000001|25/03/2025|Vente|390000,00|1||AV|0015|DES SPORTS|1210|FERNEY-VOLTAIRE|01|160||AK|16||62||85|72,11|||||||2|2|Appartement||72|3|||
|||||||000001|26/03/2025|Vente|387000,00|9||LOT|A052|LE PETIT CHEMIN|1400|CHATILLON-SUR-CHALARONNE|01|93||C|3963||||||||||||0|1|Maison||104|4|S||460
|||||||000001|26/03/2025|Vente|387000,00||||B044|DOMAINE FIAGEOLLET|1400|CHATILLON-SUR-CHALARONNE|01|93||C|3970||||||||||||0||||||S||282
|||||||000001|11/03/2025|Vente|185000,00|4||RUE|0080|ALBERT CAMUS|1000|BOURG-EN-BRESSE|01|53||AR|172||||||||||||0|1|Maison||93|4|S||602
|||||||000001|11/03/2025|Vente|185000,00|||RUE|0080|ALBERT CAMUS|1000|BOURG-EN-BRESSE|01|53||AR|270||||||||||||0||||||S||56
|||||||000001|24/03/2025|Vente en l'état futur d'achèvement|439000,00||||B024|PRENEPLA|1210|ORNEX|01|281||AT|108||49||||||||||1||||||||
|||||||000001|24/03/2025|Vente en l'état futur d'achèvement|439000,00||||B024|PRENEPLA|1210|ORNEX|01|281||AT|108||8||||||||||1||||||||
|||||||000001|24/03/2025|Vente en l'état futur d'achèvement|439000,00||||B024|PRENEPLA|1210|ORNEX|01|281||AT|108||7||||||||||1||||||||
|||||||000001|24/03/2025|Vente en l'état futur d'achèvement|439000,00||||B024|PRENEPLA|1210|ORNEX|01|281||AT|108||155|63,00|||||||||1||||||||
|||||||000001|24/03/2025|Vente en l'état futur d'achèvement|439000,00||||B024|PRENEPLA|1210|ORNEX|01|281||AT|108||118||||||||||1||||||||
|||||||000001|26/03/2025|Vente en l'état futur d'achèvement|474000,00||||B024|PRENEPLA|1210|ORNEX|01|281||AT|108||98||||||||||1||||||||
|||||||000001|26/03/2025|Vente en l'état futur d'achèvement|474000,00||||B024|PRENEPLA|1210|ORNEX|01|281||AT|108||135||||||||||1||||||||
|||||||000001|26/03/2025|Vente en l'état futur d'achèvement|474000,00||||B024|PRENEPLA|1210|ORNEX|01|281||AT|108||30||||||||||1||||||||
|||||||000001|26/03/2025|Vente en l'état futur d'achèvement|474000,00||||B024|PRENEPLA|1210|ORNEX|01|281||AT|108||65||||||||||1||||||||
|||||||000001|26/03/2025|Vente en l'état futur d'achèvement|732000,00||||B024|PRENEPLA|1210|ORNEX|01|281||AT|108||45||||||||||1||||||||
|||||||000001|26/03/2025|Vente en l'état futur d'achèvement|732000,00||||B024|PRENEPLA|1210|ORNEX|01|281||AT|108||44||||||||||1||||||||
|||||||000001|26/03/2025|Vente en l'état futur d'achèvement|732000,00||||B024|PRENEPLA|1210|ORNEX|01|281||AT|108||120||||||||||1||||||||
|||||||000001|26/03/2025|Vente en l'état futur d'achèvement|732000,00||||B024|PRENEPLA|1210|ORNEX|01|281||AT|108||172|107,00|||||||||1||||||||
|||||||000001|21/03/2025|Vente en l'état futur d'achèvement|55000,00||||B005|LE BOURG|1480|ARS-SUR-FORMANS|01|21||A|1258||2|21,02|||||||||1||||||||
|||||||000001|07/04/2025|Vente|275000,00|28||RTE|0080|D APREMONT|1130|NANTUA|01|269||AI|115||||||||||||0|1|Maison||81|3|S||1265
|||||||000001|27/03/2025|Vente|518000,00|298||RUE|0060|JUSTIN ET GENEVIEVE BERGER|1330|VILLARS-LES-DOMBES|01|443||BB|308||||||||||||0|4|Local industriel. commercial ou assimilé||351|0|S||500
|||||||000001|19/03/2025|Vente|225000,00|16||ALL|1850|DES MESANGES|1480|FRANS|01|166||AK|359||||||||||||0|1|Maison||102|5|S||256
|||||||000001|17/03/2025|Vente|330000,00|118||RTE|0270|DE JOURNANS|1250|TOSSIAT|01|422||D|351||||||||||||0|1|Maison||150|3|S||760
|||||||000001|17/03/2025|Vente|330000,00||||B152|AU VILLAGE|1250|TOSSIAT|01|422||D|1153||||||||||||0||||||P||465
|||||||000001|17/03/2025|Vente|330000,00||||B152|AU VILLAGE|1250|TOSSIAT|01|422||D|1159||||||||||||0||||||P||461
|||||||000001|17/03/2025|Vente|330000,00||||B152|AU VILLAGE|1250|TOSSIAT|01|422||D|1160||||||||||||0||||||P||82
|||||||000002|02/04/2025|Vente|265,00||||B100|LES COTES|1450|PONCIN|01|303||ZD|475||||||||||||0||||||S||29
|||||||000002|02/04/2025|Vente|265,00||||B100|LES COTES|1450|PONCIN|01|303||ZD|477||||||||||||0||||||L||14
|||||||000002|02/04/2025|Vente|265,00||||B100|LES COTES|1450|PONCIN|01|303||ZD|478||||||||||||0||||||S||10
|||||||000001|02/04/2025|Vente|335,00||||B216|SAINT CHRISTOPHE|1450|PONCIN|01|303||ZH|458||||||||||||0||||||S||6
|||||||000001|02/04/2025|Vente|335,00||||B216|SAINT CHRISTOPHE|1450|PONCIN|01|303||ZH|459||||||||||||0||||||S||61
|||||||000001|28/03/2025|Vente|105000,00|40||RUE|0800|JULES MICHELET|1100|OYONNAX|01|283||AH|355||319||||||||||1|3|Dépendance||0|0|||
|||||||000001|28/03/2025|Vente|105000,00|40||RUE|0800|JULES MICHELET|1100|OYONNAX|01|283||AH|355||3|110,48|||||||||1|4|Local industriel. commercial ou assimilé||108|0|||
|||||||000001|28/03/2025|Vente|105000,00|40||RUE|0800|JULES MICHELET|1100|OYONNAX|01|283||AH|355||322||||||||||1|3|Dépendance||0|0|||
|||||||000001|28/03/2025|Vente|105000,00|40||RUE|0800|JULES MICHELET|1100|OYONNAX|01|283||AH|355||321||||||||||1|3|Dépendance||0|0|||
|||||||000001|28/03/2025|Vente|105000,00|40||RUE|0800|JULES MICHELET|1100|OYONNAX|01|283||AH|355||320||||||||||1|3|Dépendance||0|0|||
|||||||000001|20/03/2025|Vente|2622,00||||B056|TRE LE LOUP|1300|ANDERT-CONDON|01|9||A|344||||||||||||0||||||L|FRICH|757
|||||||000001|20/03/2025|Vente|2622,00||||B056|TRE LE LOUP|1300|ANDERT-CONDON|01|9||A|351||||||||||||0||||||BT||2800
|||||||000001|20/03/2025|Vente|2622,00||||B036|AUX PALES|1300|ANDERT-CONDON|01|9||C|12||||||||||||0||||||BT||3112
|||||||000001|20/03/2025|Vente|2622,00||||B049|LA ROUTE|1300|ANDERT-CONDON|01|9||C|141||||||||||||0||||||T||364
|||||||000001|20/03/2025|Vente|2622,00||||B044|LA QUAZ|1300|ANDERT-CONDON|01|9||C|253||||||||||||0||||||BT||1015
|||||||000001|20/03/2025|Vente|2622,00||||B044|LA QUAZ|1300|ANDERT-CONDON|01|9||C|256||||||||||||0||||||L|FRICH|3540
|||||||000001|20/03/2025|Vente|2622,00||||B060|SUR VAREILLE|1300|ANDERT-CONDON|01|9||C|288||||||||||||0||||||BT||2020
|||||||000001|20/03/2025|Vente|2622,00||||B057|EN TREMIGNONE|1300|ANDERT-CONDON|01|9||C|305||||||||||||0||||||T||1084
|||||||000001|20/03/2025|Vente|2622,00||||B057|EN TREMIGNONE|1300|ANDERT-CONDON|01|9||C|306||||||||||||0||||||L|PATUR|946
|||||||000001|20/03/2025|Vente|2622,00||||B057|EN TREMIGNONE|1300|ANDERT-CONDON|01|9||C|311||||||||||||0||||||P||1566
|||||||000001|20/03/2025|Vente|2622,00||||B057|EN TREMIGNONE|1300|ANDERT-CONDON|01|9||C|312||||||||||||0||||||T||2094
|||||||000001|20/03/2025|Vente|2622,00||||B051|SOUS BIZIEU|1300|ANDERT-CONDON|01|9||C|675||||||||||||0||||||BT||239
|||||||000001|20/03/2025|Vente|2622,00||||B014|EN CHETE|1300|ANDERT-CONDON|01|9||C|688||||||||||||0||||||BT||483
|||||||000001|20/03/2025|Vente|2622,00||||B014|EN CHETE|1300|ANDERT-CONDON|01|9||C|699||||||||||||0||||||BT||232
|||||||000001|20/03/2025|Vente|2622,00||||B044|LA QUAZ|1300|ANDERT-CONDON|01|9||C|738||||||||||||0||||||BT||2220
|||||||000001|20/03/2025|Vente|2622,00||||B093|EN SANGLOTERET|1300|CHAZEY-BONS|01|98||A|411||||||||||||0||||||BT||2144
|||||||000001|08/04/2025|Vente en l'état futur d'achèvement|247500,00||||B197|LES PLANTEES DE LA MALADIE|1500|AMBERIEU-EN-BUGEY|01|4||AO|749||15|67,70|||||||||1||||||||
|||||||000001|08/04/2025|Vente en l'état futur d'achèvement|247500,00||||B197|LES PLANTEES DE LA MALADIE|1500|AMBERIEU-EN-BUGEY|01|4||AO|749||45||||||||||1||||||||
|||||||000001|04/04/2025|Vente|530000,00|31||RUE|0574|DE PLAN|1220|DIVONNE-LES-BAINS|01|143||AL|386||11||4|69,52|||||||2|2|Appartement||71|3|||
|||||||000001|04/04/2025|Vente|530000,00|31||RUE|0574|DE PLAN|1220|DIVONNE-LES-BAINS|01|143||AL|386||21||||||||||1|3|Dépendance||0|0|||
|||||||000001|02/04/2025|Vente|390000,00|247||CHE|0088|DE PRE DE PLANCHE|1280|PREVESSIN-MOENS|01|313||AN|139||2|79,35|87||||||||2|1|Maison||77|4|||
|||||||000001|21/03/2025|Vente|15000,00||||B052|LES PRES SABOTS|1600|REYRIEUX|01|322||AT|384||||||||||||0||||||P||972
|||||||000001|25/03/2025|Vente|479,00||||B075|LES GLACIERES|1400|NEUVILLE-LES-DAMES|01|272||B|931||||||||||||0||||||L||231
|||||||000001|25/03/2025|Vente|479,00||||B075|LES GLACIERES|1400|NEUVILLE-LES-DAMES|01|272||B|1253||||||||||||0||||||L||248
|||||||000001|26/03/2025|Vente|176355,00|33||RUE|0937|LOUIS ARMAND|1100|OYONNAX|01|283||BC|60||||||||||||0|1|Maison||83|5|S||213
|||||||000001|25/03/2025|Vente|6800,00||||B018|GRANDES ILES|1540|PERREX|01|291||C|682||||||||||||0||||||P||28370
|||||||000001|25/03/2025|Vente|4900,00||||B081|GRANDS PRES|1400|NEUVILLE-LES-DAMES|01|272||A|364||||||||||||0||||||BP||17495
|||||||000001|25/03/2025|Vente|1,00||||B031|LA PLATIERE|1540|PERREX|01|291||A|602||||||||||||0||||||T||107
|||||||000001|10/03/2025|Vente|150000,00|12||RUE|0130|DES HAUTAINS|1630|ST-GENIS-POUILLY|01|354||AX|158||175|78,42|||||||||1|4|Local industriel. commercial ou assimilé||30|0|||
|||||||000001|10/03/2025|Vente|150000,00|12||RUE|0130|DES HAUTAINS|1630|ST-GENIS-POUILLY|01|354||AX|158||175|78,42|||||||||1|4|Local industriel. commercial ou assimilé||50|0|||
|||||||000001|10/03/2025|Vente|20000,00|40||ALL|0002|DES ACACIAS|1630|ST-GENIS-POUILLY|01|354||BD|365||1||||||||||1|3|Dépendance||0|0|||
|||||||000001|21/03/2025|Vente|156400,00|64||RUE|0170|DE MEYRIN|1210|FERNEY-VOLTAIRE|01|160||AE|352||8012|46,78|836||||||||2|2|Appartement||47|2|||
|||||||000001|28/03/2025|Vente|362000,00|1|B|RUE|0205|DE LA PRAIRIE|1630|ST-GENIS-POUILLY|01|354||AX|158||1015||||||||||1|3|Dépendance||0|0|||
|||||||000001|28/03/2025|Vente|362000,00|10||RUE|0130|DES HAUTAINS|1630|ST-GENIS-POUILLY|01|354||AX|158||208|96,60|||||||||1|2|Appartement||96|4|||
|||||||000001|28/03/2025|Vente|362000,00|10||RUE|0130|DES HAUTAINS|1630|ST-GENIS-POUILLY|01|354||AX|158||226||||||||||1|3|Dépendance||0|0|||
|||||||000001|24/03/2025|Vente|140000,00|21||RUE|1362|DES SAPINS|1100|OYONNAX|01|283||BD|78||||||||||||0|1|Maison||190|5|S||291
|||||||000001|24/03/2025|Vente|140000,00|21||RUE|1362|DES SAPINS|1100|OYONNAX|01|283||BD|78||||||||||||0|1|Maison||190|5|AG||578
|||||||000001|24/03/2025|Vente|140000,00||||1375|SOUS NIERME|1100|OYONNAX|01|283||BD|79||||||||||||0||||||S||819
|||||||000001|24/03/2025|Vente|140000,00||||1375|SOUS NIERME|1100|OYONNAX|01|283||BD|80||||||||||||0||||||AG||672
|||||||000001|24/03/2025|Vente|140000,00||||1375|SOUS NIERME|1100|OYONNAX|01|283||BD|116||||||||||||0||||||AG||41
|||||||000001|24/03/2025|Vente|140000,00||||1375|SOUS NIERME|1100|OYONNAX|01|283||BD|119||||||||||||0||||||S||53
|||||||000001|24/03/2025|Vente|68000,00|89||RUE|0112|GUSTAVE EIFFEL|1100|BELLIGNAT|01|31||AN|9||108|45,24|||||||||1|2|Appartement||45|2|||
|||||||000001|24/03/2025|Vente|68000,00|86||RUE|0112|GUSTAVE EIFFEL|1100|BELLIGNAT|01|31||AN|9||274||||||||||1|3|Dépendance||0|0|||
|||||||000001|24/03/2025|Vente|350000,00|1093||CHE|0450|DES SABLES|1600|REYRIEUX|01|322||AS|445||||||||||||0|1|Maison||102|5|S||762
|||||||000001|24/03/2025|Vente|350000,00|1093||CHE|0450|DES SABLES|1600|REYRIEUX|01|322||AS|445||||||||||||0|1|Maison||102|5|J|POTAG|985
|||||||000001|24/03/2025|Vente|240000,00|48||RUE|0120|CLAUDE BERNARD|1480|JASSANS-RIOTTIER|01|194||AL|80||||||||||||0|3|Dépendance||0|0|S||708
|||||||000001|24/03/2025|Vente|240000,00|48||RUE|0120|CLAUDE BERNARD|1480|JASSANS-RIOTTIER|01|194||AL|80||||||||||||0|1|Maison||62|4|S||708
|||||||000001|24/03/2025|Vente|500,00|9006|||B036|LA COTE AUX ANDRES|1350|CULOZ-BEON|01|138||H|327||||||||||||0|3|Dépendance||0|0|||
|||||||000001|24/03/2025|Vente|700,00||||B058|GRAND CHAMP|1350|CULOZ-BEON|01|138||AI|191||||||||||||0||||||L||1744
|||||||000001|21/03/2025|Vente|139750,00|11|B|QUAI|0015|EDOUARD SERULLAZ|1420|SEYSSEL|01|407||AB|90||||||||||||0|2|Appartement||38|2|S||28
|||||||000001|21/03/2025|Vente|139750,00|11|B|QUAI|0015|EDOUARD SERULLAZ|1420|SEYSSEL|01|407||AB|90||||||||||||0|3|Dépendance||0|0|S||28
|||||||000001|21/03/2025|Vente|139750,00|11|B|QUAI|0015|EDOUARD SERULLAZ|1420|SEYSSEL|01|407||AB|90||||||||||||0|2|Appartement||36|2|S||28
|||||||000001|24/03/2025|Vente|300,00||||B011|EN BRACHAY|1350|CULOZ-BEON|01|138||AM|86||||||||||||0||||||L||89
|||||||000001|24/03/2025|Vente|300,00||||B011|EN BRACHAY|1350|CULOZ-BEON|01|138||AM|88||||||||||||0||||||L||337
|||||||000001|24/03/2025|Vente|300,00||||B014|AUX BULLES|1350|CULOZ-BEON|01|138||E|168||||||||||||0||||||L||64
|||||||000001|24/03/2025|Vente|300,00||||B014|AUX BULLES|1350|CULOZ-BEON|01|138||E|173||||||||||||0||||||L||281
|||||||000001|24/03/2025|Vente|300,00||||B019|CHANTE MERLE|1350|CULOZ-BEON|01|138||E|312||||||||||||0||||||L||345
|||||||000001|24/03/2025|Vente|300,00||||B017|LES CHAGRINES|1350|CULOZ-BEON|01|138||F|7||||||||||||0||||||BT||762
|||||||000001|24/03/2025|Vente|300,00||||B017|LES CHAGRINES|1350|CULOZ-BEON|01|138||F|8||||||||||||0||||||L||759
|||||||000001|24/03/2025|Vente|5800,00||||B208|SOUS LES ROCHES|1350|CEYZERIEU|01|73||G|995||||||||||||0||||||BT||297
|||||||000001|24/03/2025|Vente|5800,00||||B208|SOUS LES ROCHES|1350|CEYZERIEU|01|73||G|1054||||||||||||0||||||BP||4099
|||||||000001|24/03/2025|Vente|5800,00||||B173|PONT DE CRATTIER ET PONT B|1350|CEYZERIEU|01|73||G|1260||||||||||||0||||||BP||2670
|||||||000001|24/03/2025|Vente|5800,00||||B092|EN ETAVAUX|1350|CEYZERIEU|01|73||ZA|71||||||||||||0||||||L||1080
|||||||000001|24/03/2025|Vente|5800,00||||B171|PRE POURRI|1350|CULOZ-BEON|01|138|39|D|536||||||||||||0||||||L||490
|||||||000001|24/03/2025|Vente|5800,00||||B171|PRE POURRI|1350|CULOZ-BEON|01|138|39|D|538||||||||||||0||||||L||1100
|||||||000001|24/03/2025|Vente|5800,00||||B171|PRE POURRI|1350|CULOZ-BEON|01|138|39|D|557||||||||||||0||||||L||900
|||||||000001|24/03/2025|Vente|5800,00||||B171|PRE POURRI|1350|CULOZ-BEON|01|138|39|D|600||||||||||||0||||||L||19
|||||||000001|24/03/2025|Vente|5800,00||||B171|PRE POURRI|1350|CULOZ-BEON|01|138|39|D|611||||||||||||0||||||L||440
|||||||000001|24/03/2025|Vente|5800,00||||B001|LES ALBERGEAIS D EN HAUT|1350|CULOZ-BEON|01|138||D|20||||||||||||0||||||L||729
|||||||000001|24/03/2025|Vente|5800,00||||B003|A CHAMBON|1510|TALISSIEU|01|415||A|450||||||||||||0||||||BT||655
|||||||000001|24/03/2025|Vente|5800,00||||B005|A CHATEAU FROID|1510|TALISSIEU|01|415||A|535||||||||||||0||||||BT||150
|||||||000001|01/04/2025|Vente|355000,00|109||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|880||||||||||||0|2|Appartement||31|1|S||342
|||||||000001|01/04/2025|Vente|355000,00|109||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|880||||||||||||0|2|Appartement||55|3|S||342
|||||||000001|01/04/2025|Vente|355000,00|109||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|880||||||||||||0|2|Appartement||31|1|S||342
|||||||000001|01/04/2025|Vente|355000,00|109||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|880||||||||||||0|2|Appartement||55|3|S||342
|||||||000001|01/04/2025|Vente|355000,00|109||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|880||||||||||||0|2|Appartement||31|1|S||342
|||||||000001|01/04/2025|Vente|355000,00|109||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|880||||||||||||0|2|Appartement||85|4|S||342
|||||||000001|01/04/2025|Vente|355000,00|109||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|880||||||||||||0|3|Dépendance||0|0|S||342
|||||||000001|01/04/2025|Vente|355000,00|109||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|880||||||||||||0|3|Dépendance||0|0|S||342
|||||||000001|01/04/2025|Vente|355000,00|109||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|880||||||||||||0|3|Dépendance||0|0|S||342
|||||||000001|01/04/2025|Vente|355000,00|109||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|880||||||||||||0|3|Dépendance||0|0|S||342
|||||||000001|01/04/2025|Vente|355000,00|109||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|880||||||||||||0|3|Dépendance||0|0|S||342
|||||||000001|01/04/2025|Vente|355000,00|109||RUE|0550|DE LA REPUBLIQUE|1500|AMBERIEU-EN-BUGEY|01|4||AO|880||||||||||||0|3|Dépendance||0|0|S||342
|||||||000001|25/03/2025|Vente|115200,00|84||RUE|0022|CHAMP SIMON|1150|CHAZEY-SUR-AIN|01|99||D|1179||||||||||||0|1|Maison||115|5|T||572
|||||||000001|25/03/2025|Vente|115200,00|84||RUE|0022|CHAMP SIMON|1150|CHAZEY-SUR-AIN|01|99||D|1179||||||||||||0|1|Maison||115|5|S||1000
|||||||000001|31/03/2025|Vente|95000,00|4||RUE|1190|DU DOC BOUVERET|1000|BOURG-EN-BRESSE|01|53||BK|62||29||||||||||1|3|Dépendance||0|0|||
|||||||000001|31/03/2025|Vente|95000,00|4||RUE|1190|DU DOC BOUVERET|1000|BOURG-EN-BRESSE|01|53||BK|62||19||||||||||1|3|Dépendance||0|0|||
|||||||000001|31/03/2025|Vente|95000,00|4||RUE|1190|DU DOC BOUVERET|1000|BOURG-EN-BRESSE|01|53||BK|62||3||||||||||1|2|Appartement||70|3|||
|||||||000001|26/03/2025|Vente|357000,00|29||RUE|0100|DU CHAMP FLEURI|1800|RIGNIEUX-LE-FRANC|01|325||ZE|647||||||||||||0|1|Maison||117|4|S||531
|||||||000001|26/03/2025|Vente|357000,00||||B004|BATAILLARD|1800|RIGNIEUX-LE-FRANC|01|325||ZE|667||||||||||||0||||||S||123
|||||||000001|21/03/2025|Vente|200000,00|5225|||B012|VILLAGE DE BEAUREGARD|1480|BEAUREGARD|01|30||AC|54||||||||||||0|1|Maison||94|3|S||905
|||||||000001|21/03/2025|Vente|200000,00|5225|||B012|VILLAGE DE BEAUREGARD|1480|BEAUREGARD|01|30||AC|54||||||||||||0|3|Dépendance||0|0|S||905
|||||||000002|03/04/2025|Vente|1748,00||||B134|GRANDES COINTIERES|1240|DOMPIERRE-SUR-VEYLE|01|145||A|934||||||||||||0||||||S||16
|||||||000002|03/04/2025|Vente|1748,00||||B134|GRANDES COINTIERES|1240|DOMPIERRE-SUR-VEYLE|01|145||A|936||||||||||||0||||||J||7
|||||||000001|07/04/2025|Vente|360000,00|340||RTE|0766|DU MAILLET|1200|VALSERHONE|01|33|91|AD|236||||||||||||0|1|Maison||111|4|S||1500
|||||||000001|07/04/2025|Vente|360000,00||||B122|ARDON|1200|VALSERHONE|01|33|91|AD|239||||||||||||0||||||P||400
|||||||000001|07/04/2025|Vente|21000,00|5286|||B039|LONGEFAN|1130|ST-GERMAIN-DE-JOUX|01|357||B|1188||||||||||||0|3|Dépendance||0|0|S||43
|||||||000001|07/04/2025|Vente|21000,00|717||RUE|0048|DE LONGEFAND|1130|ST-GERMAIN-DE-JOUX|01|357||B|1189||||||||||||0|3|Dépendance||0|0|S||43
|||||||000001|07/04/2025|Vente|21000,00||||B039|LONGEFAN|1130|ST-GERMAIN-DE-JOUX|01|357||B|1190||||||||||||0||||||S||597
|||||||000001|31/03/2025|Vente|435000,00|7||IMP|0258|DES MESANGES|1150|LAGNIEU|01|202||ZA|383||||||||||||0|1|Maison||139|4|S||763
|||||||000001|26/03/2025|Vente|12000,00|19||RUE|0420|DU MAQUIS|1130|NANTUA|01|269||AB|162||14||||||||||1|3|Dépendance||0|0|||
|||||||000001|25/03/2025|Vente en l'état futur d'achèvement|719000,00||||B024|AU VILLAGE|1170|SEGNY|01|399||AK|485||7||||||||||1||||||||
|||||||000001|25/03/2025|Vente en l'état futur d'achèvement|719000,00||||B024|AU VILLAGE|1170|SEGNY|01|399||AK|485||1||||||||||1||||||||
|||||||000001|14/03/2025|Vente|289000,00|5511|||B223|EN PERCHERON|1750|REPLONGES|01|320||AK|166||||||||||||0|1|Maison||92|4|S||975
|||||||000001|14/03/2025|Vente|289000,00|5511|||B223|EN PERCHERON|1750|REPLONGES|01|320||AK|166||||||||||||0|3|Dépendance||0|0|S||975
|||||||000001|25/03/2025|Vente|87400,00||||B021|ETANG BESACE|1400|SAINT-GEORGES-SUR-RENOM|01|356||A|88||||||||||||0||||||T||2349
|||||||000001|25/03/2025|Vente|87400,00||||B021|ETANG BESACE|1400|SAINT-GEORGES-SUR-RENOM|01|356||A|89||||||||||||0||||||T||108639
|||||||000001|25/03/2025|Vente|87400,00||||B013|BRUNAUD|1400|SAINT-GEORGES-SUR-RENOM|01|356||A|106||||||||||||0||||||P||11781
|||||||000001|25/03/2025|Vente|87400,00||||B013|BRUNAUD|1400|SAINT-GEORGES-SUR-RENOM|01|356||A|106||||||||||||0||||||P||11780
|||||||000001|25/03/2025|Vente|87400,00||||B001|LES ASSAUTS|1400|SAINT-GEORGES-SUR-RENOM|01|356||A|556||||||||||||0||||||T||6145
|||||||000001|28/03/2025|Vente|205000,00||||B098|PRES DES VIGNES|1250|BOHAS-MEYRIAT-RIGNAT|01|245||D|657||||||||||||0||||||P||227
|||||||000001|28/03/2025|Vente|205000,00|77|||B090|PRE CHAILLY|1250|BOHAS-MEYRIAT-RIGNAT|01|245||D|1263||||||||||||0|1|Maison||77|3|S||368
|||||||000001|28/03/2025|Vente|205000,00|77|||B090|PRE CHAILLY|1250|BOHAS-MEYRIAT-RIGNAT|01|245||D|1263||||||||||||0|3|Dépendance||0|0|S||368
|||||||000001|28/03/2025|Vente|205000,00||||B024|CHARINAZ LE BAS|1250|BOHAS-MEYRIAT-RIGNAT|01|245||D|1266||||||||||||0||||||S||494
|||||||000001|28/03/2025|Vente|205000,00||||B024|CHARINAZ LE BAS|1250|BOHAS-MEYRIAT-RIGNAT|01|245||D|1268||||||||||||0||||||J||41
