Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|10/01/2025|Vente|259000,00|85||RUE|0101|DE CHATEAU GAGNEUR|1170|GEX|01|173||AB|236||67|48,68|||||||||1|2|Appartement||48|2|||
|||||||000001|10/01/2025|Vente|259000,00|85||RUE|0101|DE CHATEAU GAGNEUR|1170|GEX|01|173||AB|236||148||||||||||1|3|Dépendance||0|0|||
|||||||000001|09/01/2025|Vente|64000,00|1082||AV|0090|DU JURA|1630|SERGY|01|401||C|1469||25|24,20|||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2025|Vente|140000,00|12|A|RUE|0044|DU JOUVANCY|1290|PONT-DE-VEYLE|01|306||A|999||27||5|91,23|||||||2|2|Appartement||91|4|||
|||||||000001|10/01/2025|Vente|140000,00|12|A|RUE|0044|DU JOUVANCY|1290|PONT-DE-VEYLE|01|306||A|999||27||5|91,23|||||||2|3|Dépendance||0|0|||
|||||||000001|10/01/2025|Vente|140000,00|5270|||B006|GRAND FAUBOURG|1290|PONT-DE-VEYLE|01|306||A|1292||3||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|211000,00|||RTE|0105|DE GROISSIAT|1100|BELLIGNAT|01|31||AL|338||||||||||||0||||||S||1118
|||||||000001|03/01/2025|Vente|211000,00|10|C|RTE|0105|DE GROISSIAT|1100|BELLIGNAT|01|31||AL|342||||||||||||0|1|Maison||132|4|S||360
|||||||000001|03/01/2025|Vente|211000,00|10|C|RTE|0105|DE GROISSIAT|1100|BELLIGNAT|01|31||AL|353||||||||||||0||||||S||33
|||||||000001|07/01/2025|Vente|15000,00||||B063|VERS LA JONCTION|1630|ST-GENIS-POUILLY|01|354||BI|3||||||||||||0||||||BS||1269
|||||||000001|07/01/2025|Vente|15000,00||||B063|VERS LA JONCTION|1630|ST-GENIS-POUILLY|01|354||BI|3||||||||||||0||||||T||6082
|||||||000001|07/01/2025|Vente|15000,00||||B063|VERS LA JONCTION|1630|ST-GENIS-POUILLY|01|354||BI|6||||||||||||0||||||BS||738
|||||||000001|13/01/2025|Vente en l'état futur d'achèvement|193500,00||||B197|LES PLANTEES DE LA MALADIE|1500|AMBERIEU-EN-BUGEY|01|4||AO|749||38||||||||||1||||||||
|||||||000001|13/01/2025|Vente en l'état futur d'achèvement|193500,00||||B197|LES PLANTEES DE LA MALADIE|1500|AMBERIEU-EN-BUGEY|01|4||AO|749||3|38,90|||||||||1||||||||
|||||||000001|10/01/2025|Vente|92000,00||||B058|CHAMP DE VIRIAT|1440|VIRIAT|01|451||AH|400||||||||||||0||||||AB||400
|||||||000001|13/01/2025|Vente|245000,00|10||CHE|0300|DES CONDAMINES|1340|FOISSIAT|01|163||WD|566||||||||||||0|1|Maison||105|5|AG|JARD|3378
|||||||000001|13/01/2025|Vente|245000,00|10||CHE|0300|DES CONDAMINES|1340|FOISSIAT|01|163||WD|566||||||||||||0|1|Maison||105|5|S||700
|||||||000001|10/01/2025|Vente|265000,00|1360||RTE|0256|DE CHAMANDRE|1340|FOISSIAT|01|163||WC|283||||||||||||0|1|Maison||118|5|S||2433
|||||||000001|10/01/2025|Vente|265000,00||||B073|CHAMBEREUX|1340|FOISSIAT|01|163||WC|361||||||||||||0||||||P||5395
|||||||000001|09/01/2025|Vente|179000,00|543|||B110|LES MONTETS|1560|CORMOZ|01|124||ZI|205||||||||||||0|3|Dépendance||0|0|S||2000
|||||||000001|09/01/2025|Vente|179000,00|543|||B110|LES MONTETS|1560|CORMOZ|01|124||ZI|205||||||||||||0|3|Dépendance||0|0|P||1524
|||||||000001|09/01/2025|Vente|179000,00|543|||B110|LES MONTETS|1560|CORMOZ|01|124||ZI|207||||||||||||0|1|Maison||70|2|S||927
|||||||000001|09/01/2025|Vente|72000,00||||B026|CHAVAGNEUX|1800|MEXIMIEUX|01|244||C|698||||||||||||0||||||J||536
|||||||000001|07/01/2025|Vente|235000,00|15||IMP|0149|DU CHATEAU D EAU|1800|MEXIMIEUX|01|244||C|1958||||||||||||0|1|Maison||69|3|S||184
|||||||000002|06/01/2025|Vente|1,00||||B059|MOENS VILLAGE|1280|PREVESSIN-MOENS|01|313|251|BD|370||||||||||||0||||||S||33
|||||||000001|08/01/2025|Vente|265000,00||||B038|VILLAGE|1310|CURTAFOND|01|140||ZA|214||||||||||||0||||||AB||416
|||||||000001|08/01/2025|Vente|265000,00|51||ALL|0033|DES CHARMETTES|1310|CURTAFOND|01|140||ZA|225||||||||||||0|1|Maison||122|5|S||900
|||||||000001|07/01/2025|Vente|65000,00|33||RUE|0590|GABRIEL PERI|1100|OYONNAX|01|283||AH|413||46||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|65000,00|33||RUE|0590|GABRIEL PERI|1100|OYONNAX|01|283||AH|413||7||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|65000,00|33||RUE|0590|GABRIEL PERI|1100|OYONNAX|01|283||AH|413||30|47,62|||||||||1|2|Appartement||49|2|||
|||||||000001|06/01/2025|Vente|215000,00|371||RTE|0051|LEYMENT|1150|LAGNIEU|01|202||D|839||||||||||||0|1|Maison||78|4|S||83
|||||||000001|06/01/2025|Vente|215000,00|371|A|RTE|0051|LEYMENT|1150|LAGNIEU|01|202||D|842||||||||||||0||||||S||28
|||||||000001|06/01/2025|Vente|215000,00|371|A|RTE|0051|LEYMENT|1150|LAGNIEU|01|202||D|843||||||||||||0||||||S||79
|||||||000001|02/01/2025|Vente|475000,00|90||ALL|0695|DU SQUARE DE LAUSANNE|1220|DIVONNE-LES-BAINS|01|143||AE|507||22||||||||||1|3|Dépendance||0|0|||
|||||||000001|02/01/2025|Vente|475000,00|90||ALL|0695|DU SQUARE DE LAUSANNE|1220|DIVONNE-LES-BAINS|01|143||AE|507||1|67,07|||||||||1|2|Appartement||67|3|||
|||||||000001|07/01/2025|Vente|295000,00|186||RUE|0059|DE LA PLANTAZ|1300|MAGNIEU|01|227||B|1843||||||||||||0|1|Maison||115|4|S||374
|||||||000001|07/01/2025|Vente|295000,00||||B010|LA CURTERIE|1300|MAGNIEU|01|227||B|1845||||||||||||0||||||AB||3
|||||||000001|07/01/2025|Vente|295000,00||||B010|LA CURTERIE|1300|MAGNIEU|01|227||B|1847||||||||||||0||||||AB||402
|||||||000001|07/01/2025|Vente|295000,00||||B010|LA CURTERIE|1300|MAGNIEU|01|227||B|1848||||||||||||0||||||AB||4
|||||||000001|06/01/2025|Vente|81500,00||||B036|VILLAGE DE CHARNOZ|1800|CHARNOZ-SUR-AIN|01|88||B|396||||||||||||0||||||J||261
|||||||000001|14/01/2025|Vente|78000,00|110||RUE|0443|DU PRE PAQUIER|1750|SAINT-LAURENT-SUR-SAONE|01|370||A|680||49|48,62|||||||||1|2|Appartement||48|2|||
|||||||000001|14/01/2025|Vente|78000,00|110||RUE|0443|DU PRE PAQUIER|1750|SAINT-LAURENT-SUR-SAONE|01|370||A|680||125||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2025|Vente|315000,00||||B025|BONATIER|1390|MIONNAY|01|248||AE|228||||||||||||0||||||AB||12
|||||||000001|06/01/2025|Vente|1,00||||B014|LA CLUSE|1460|MONTREAL LA CLUSE|01|265||AI|760||||||||||||0||||||S||10
|||||||000001|06/01/2025|Vente|1,00||||B014|LA CLUSE|1460|MONTREAL LA CLUSE|01|265||AI|763||||||||||||0||||||S||16
|||||||000001|13/01/2025|Vente|4500,00||||B127|SOUS CHATILLON|1110|PREMILLIEU|01|311||A|42||||||||||||0||||||T||2070
|||||||000001|13/01/2025|Vente|4500,00||||B106|PRAZ BAROD|1110|PREMILLIEU|01|311||A|305||||||||||||0||||||BR||3610
|||||||000001|13/01/2025|Vente|4500,00||||B137|LES TERRES|1110|PREMILLIEU|01|311||A|381||||||||||||0||||||P||2083
|||||||000001|13/01/2025|Vente|4500,00||||B058|LES CROIX|1110|PREMILLIEU|01|311||B|17||||||||||||0||||||T||1503
|||||||000001|13/01/2025|Vente|4500,00||||B108|PRE BEGUET|1110|PREMILLIEU|01|311||B|190||||||||||||0||||||P||1590
|||||||000001|13/01/2025|Vente|4500,00||||B036|LA CHAUME|1110|PREMILLIEU|01|311||B|259||||||||||||0||||||BR||1300
|||||||000001|13/01/2025|Vente|4500,00||||B036|LA CHAUME|1110|PREMILLIEU|01|311||B|260||||||||||||0||||||BT||1020
|||||||000001|13/01/2025|Vente|4500,00||||B081|LERUT|1110|PREMILLIEU|01|311||B|305||||||||||||0||||||L||1470
|||||||000001|13/01/2025|Vente|4500,00||||B049|COMBE JULLIARD|1110|PREMILLIEU|01|311||C|167||||||||||||0||||||BS||860
|||||||000001|13/01/2025|Vente|4500,00||||B049|COMBE JULLIARD|1110|PREMILLIEU|01|311||C|168||||||||||||0||||||BR||2330
|||||||000001|13/01/2025|Vente|4500,00||||B059|LE CROZ|1110|PREMILLIEU|01|311||C|310||||||||||||0||||||BT||1279
|||||||000001|13/01/2025|Vente|4500,00||||B059|LE CROZ|1110|PREMILLIEU|01|311||C|325||||||||||||0||||||BT||1010
|||||||000001|13/01/2025|Vente|4500,00||||B016|CHAMP CARRON|1110|PREMILLIEU|01|311||C|373||||||||||||0||||||BT||1045
|||||||000001|13/01/2025|Vente|4500,00||||B016|CHAMP CARRON|1110|PREMILLIEU|01|311||C|427||||||||||||0||||||BT||1970
|||||||000001|06/01/2025|Vente|590000,00|532|T|AV|0309|FRANCIS BLANCHARD|1170|GEX|01|173||AK|136||1|130,20|||||||||1|1|Maison||130|5|||
|||||||000001|13/01/2025|Vente|4000,00||||B126|LES VIGNATS|1200|CONFORT|01|114||ZB|197||||||||||||0||||||L||10940
|||||||000001|13/01/2025|Vente|4000,00||||B126|LES VIGNATS|1200|CONFORT|01|114||ZB|197||||||||||||0||||||P||6160
|||||||000001|13/01/2025|Vente|4000,00||||B126|LES VIGNATS|1200|CONFORT|01|114||ZB|197||||||||||||0||||||T||2280
